Date - Time (Philippine Time),Latitude (ºN),Longitude (ºE),Depth (km),Magnitude,Location
14 March 2024 - 03:20 AM,8.54,126.55,7,2.1,030 km N 50° E of Hinatuan (Surigao Del Sur)
14 March 2024 - 03:20 AM,16.44,120.48,32,1.6,006 km S 12° W of Sablan (Benguet)
14 March 2024 - 03:20 AM,6.32,125.45,34,1.6,021 km S 72° E of Malungon (Sarangani)
14 March 2024 - 03:17 AM,8.82,126.91,7,2.4,067 km N 88° E of Marihatag (Surigao Del Sur)
14 March 2024 - 02:57 AM,9.41,126.24,33,1.9,016 km N 18° E of Cortes (Surigao Del Sur)
14 March 2024 - 02:35 AM,13.69,120.64,102,1.6,016 km S 03° E of Calatagan (Batangas)
14 March 2024 - 02:29 AM,3.54,126.55,45,4.4,242 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
14 March 2024 - 02:09 AM,8.68,126.47,33,1.7,023 km S 56° E of Marihatag (Surigao Del Sur)
14 March 2024 - 01:50 AM,9.17,126.23,26,1.8,012 km S 22° E of Cortes (Surigao Del Sur)
14 March 2024 - 01:40 AM,9.12,126.43,22,4,023 km N 45° E of Bayabas (Surigao Del Sur)
14 March 2024 - 01:16 AM,8.04,125.62,2,3.2,031 km N 38° W of Laak (Davao De Oro)
14 March 2024 - 01:14 AM,12.07,124,5,2.6,008 km North of Cataingan (Masbate)
14 March 2024 - 01:08 AM,8.08,127.21,6,2.9,088 km N 87° E of Lingig (Surigao Del Sur)
14 March 2024 - 12:46 AM,17.63,120.78,1,2.3,005 km N 69° E of Lagangilang (Abra)
14 March 2024 - 12:32 AM,5.61,127.12,15,3.7,164 km S 45° E of Governor Generoso (Davao Oriental)
14 March 2024 - 12:27 AM,6.63,125.02,1,2.1,009 km S 49° E of Columbio (Sultan Kudarat)
13 March 2024 - 11:44 PM,10.1,126.1,12,2.1,009 km N 14° E of Burgos (Surigao Del Norte)
13 March 2024 - 11:39 PM,8.99,126.45,23,2,018 km N 83° E of Bayabas (Surigao Del Sur)
13 March 2024 - 11:38 PM,13.18,124.09,2,2.2,004 km S 76° W of Rapu-rapu (Albay)
13 March 2024 - 11:25 PM,6.51,125.84,145,4,028 km N 68° E of Malita (Davao Occidental)
13 March 2024 - 11:23 PM,18.27,121.16,29,1.9,012 km N 81° E of Calanasan (Apayao)
13 March 2024 - 11:14 PM,11.11,125.6,21,2.6,010 km S 59° E of Quinapondan (Eastern Samar)
13 March 2024 - 11:08 PM,8.33,124.3,1,1.8,005 km S 71° E of Lugait (Misamis Oriental)
13 March 2024 - 09:18 PM,8.83,126.9,25,1.8,067 km N 87° E of Marihatag (Surigao Del Sur)
13 March 2024 - 09:16 PM,9.02,127.17,1,4.1,096 km N 84° E of Cagwait (Surigao Del Sur)
13 March 2024 - 08:44 PM,8.64,126.62,3,1.8,042 km S 71° E of Marihatag (Surigao Del Sur)
13 March 2024 - 07:18 PM,8.75,126.44,27,2.1,017 km S 70° E of Marihatag (Surigao Del Sur)
13 March 2024 - 07:02 PM,8.92,127,9,3.1,077 km N 90° E of Cagwait (Surigao Del Sur)
13 March 2024 - 06:45 PM,7.35,125.93,23,2.3,007 km S 76° E of Maco (Davao De Oro)
13 March 2024 - 05:27 PM,5.48,127.32,154,3.4,189 km S 47° E of Governor Generoso (Davao Oriental)
13 March 2024 - 05:17 PM,16.45,121.05,35,1.7,009 km S 13° E of Ambaguio (Nueva Vizcaya)
13 March 2024 - 04:42 PM,8.48,126.04,34,2.2,008 km S 71° E of San Francisco (Agusan Del Sur)
13 March 2024 - 03:06 PM,8.92,126.4,35,3,010 km N 86° E of Cagwait (Surigao Del Sur)
13 March 2024 - 03:05 PM,6.11,125.33,22,1.6,004 km N 81° E of Alabel (Sarangani)
13 March 2024 - 03:01 PM,7.29,126.76,10,2.5,022 km S 77° E of Caraga (Davao Oriental)
13 March 2024 - 01:26 PM,12.86,121.22,3,2.1,026 km West of Bansud (Oriental Mindoro)
13 March 2024 - 12:36 PM,6.72,125.22,33,2.3,001 km N 09° E of Matanao (Davao Del Sur)
13 March 2024 - 11:48 AM,13.81,120.56,115,2,008 km S 75° W of Calatagan (Batangas)
13 March 2024 - 10:11 AM,12.74,122.99,27,2.1,033 km S 58° W of Claveria (Masbate)
13 March 2024 - 09:34 AM,6.07,125.05,22,2,016 km S 04° W of Polomolok (South Cotabato)
13 March 2024 - 09:22 AM,13.87,120.32,53,1.5,019 km N 25° E of Looc (Occidental Mindoro)
13 March 2024 - 09:14 AM,8.61,126.5,30,2,031 km S 46° E of Marihatag (Surigao Del Sur)
13 March 2024 - 06:11 AM,10.23,125.91,18,2.8,028 km N 32° W of Santa Monica (Surigao Del Norte)
13 March 2024 - 04:03 AM,11.02,122.12,15,3.5,001 km N 22° W of Valderrama (Antique)
13 March 2024 - 03:06 AM,7.19,123.64,20,2.1,039 km S 40° E of Tabina (Zamboanga Del Sur)
13 March 2024 - 01:29 AM,9.78,122.41,15,2.3,003 km N 75° W of City Of Sipalay (Negros Occidental)
13 March 2024 - 01:16 AM,7.99,125.69,1,2.7,022 km N 31° W of Laak (Davao De Oro)
13 March 2024 - 12:56 AM,5.57,123.98,109,1.8,075 km S 18° W of Palimbang (Sultan Kudarat)
13 March 2024 - 12:52 AM,10.04,125.82,29,2.8,022 km N 66° W of San Benito (Surigao Del Norte)
13 March 2024 - 12:14 AM,12.11,125.12,29,2.5,015 km S 70° W of Maslog (Eastern Samar)
13 March 2024 - 12:08 AM,10.38,126.25,1,2.8,044 km N 25° E of Burgos (Surigao Del Norte)
12 March 2024 - 11:55 PM,6.19,125.23,18,3.2,021 km S 14° W of Malungon (Sarangani)
12 March 2024 - 11:55 PM,7.33,126.16,35,1.5,005 km N 67° E of Maragusan (Davao De Oro)
12 March 2024 - 11:54 PM,12.8,121,1,2.9,024 km S 80° E of Sablayan (Occidental Mindoro)
12 March 2024 - 11:30 PM,5.74,125.32,15,2.6,015 km S 53° E of Glan (Sarangani)
12 March 2024 - 10:31 PM,13.44,123.71,32,2,004 km S 66° E of Tiwi (Albay)
12 March 2024 - 09:24 PM,9.08,125.64,2,2.4,006 km N 64° E of Remedios T. Romualdez (Agusan Del Norte)
12 March 2024 - 07:50 PM,15.38,119.86,28,2.2,008 km S 40° W of Palauig (Zambales)
12 March 2024 - 07:37 PM,13.11,124.12,5,3.4,008 km S 08° W of Rapu-rapu (Albay)
12 March 2024 - 07:10 PM,4.98,126.21,15,3,099 km S 56° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
12 March 2024 - 05:34 PM,17.82,120.74,8,2.8,011 km N 17° E of Lagayan (Abra)
12 March 2024 - 04:49 PM,17.94,119.92,15,3,058 km N 81° W of Sinait (Ilocos Sur)
12 March 2024 - 04:33 PM,13.88,120.58,69,1.6,007 km N 46° W of Calatagan (Batangas)
12 March 2024 - 04:31 PM,10.56,125.78,50,3,021 km S 19° E of Homonhon Island (Guiuan) (Eastern Samar)
12 March 2024 - 04:29 PM,8.01,127.16,20,3,082 km N 54° E of Baganga (Davao Oriental)
12 March 2024 - 03:53 PM,8.11,126.85,11,2.4,049 km N 81° E of Lingig (Surigao Del Sur)
12 March 2024 - 03:48 PM,8.17,126.95,1,2.5,061 km N 76° E of Lingig (Surigao Del Sur)
12 March 2024 - 02:56 PM,8.05,124.18,27,2.1,000 km S 26° W of Pantao Ragat (Lanao Del Norte)
12 March 2024 - 02:55 PM,13.79,120.62,99,1.6,004 km S 12° W of Calatagan (Batangas)
12 March 2024 - 02:51 PM,16.49,121.04,19,2,005 km S 11° E of Ambaguio (Nueva Vizcaya)
12 March 2024 - 02:37 PM,8.03,123.83,11,2.2,005 km S 60° E of Tubod (Lanao Del Norte)
12 March 2024 - 12:49 PM,11.55,124.42,5,2.7,002 km S 53° E of Naval (Biliran)
12 March 2024 - 12:33 PM,8.76,126.49,13,2.7,021 km S 78° E of Marihatag (Surigao Del Sur)
12 March 2024 - 12:21 PM,5.08,126.77,88,4.3,151 km S 73° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
12 March 2024 - 11:06 AM,13.8,120.58,90,1.8,006 km S 56° W of Calatagan (Batangas)
12 March 2024 - 10:04 AM,10.02,123.21,29,2.2,003 km S 71° W of La Libertad (Negros Oriental)
12 March 2024 - 08:15 AM,4.17,126.17,88,3.7,161 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
12 March 2024 - 08:00 AM,8.9,126.91,1,2.8,067 km S 89° E of Cagwait (Surigao Del Sur)
12 March 2024 - 06:29 AM,13.72,120.59,96,1.8,013 km S 18° W of Calatagan (Batangas)
12 March 2024 - 06:25 AM,13.72,121.56,10,2.2,021 km S 57° E of San Juan (Batangas)
12 March 2024 - 06:18 AM,8.45,126.64,10,2,034 km N 75° E of Hinatuan (Surigao Del Sur)
12 March 2024 - 05:53 AM,13.67,120.61,60,1.6,019 km S 08° W of Calatagan (Batangas)
12 March 2024 - 05:40 AM,8.27,127.06,1,2.7,076 km N 70° E of Lingig (Surigao Del Sur)
12 March 2024 - 05:32 AM,16.47,121,8,2.1,008 km S 22° W of Ambaguio (Nueva Vizcaya)
12 March 2024 - 05:10 AM,8.66,126.56,1,2.4,033 km S 61° E of Marihatag (Surigao Del Sur)
12 March 2024 - 04:31 AM,6.18,126.41,36,2.6,064 km S 35° E of Governor Generoso (Davao Oriental)
12 March 2024 - 03:27 AM,7.51,126.49,135,2.2,010 km S 48° W of Baganga (Davao Oriental)
12 March 2024 - 02:23 AM,6.54,126.35,46,2.4,033 km S 67° E of Governor Generoso (Davao Oriental)
12 March 2024 - 02:11 AM,7.97,126.85,14,4,048 km N 66° E of Cateel (Davao Oriental)
12 March 2024 - 12:09 AM,4.04,124.87,27,3.6,164 km S 22° W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
11 March 2024 - 11:43 PM,20.14,121.26,25,2.6,067 km S 72° W of Sabtang (Batanes)
11 March 2024 - 11:34 PM,18.77,120.26,10,4.2,050 km N 55° W of Burgos (Ilocos Norte)
11 March 2024 - 10:42 PM,8.66,126.44,23,2.2,022 km S 47° E of Marihatag (Surigao Del Sur)
11 March 2024 - 09:02 PM,9.65,122.23,11,2,026 km S 58° W of City Of Sipalay (Negros Occidental)
11 March 2024 - 08:39 PM,9.63,122.15,11,2.6,035 km S 64° W of City Of Sipalay (Negros Occidental)
11 March 2024 - 08:34 PM,4.83,126.23,10,3.3,111 km S 54° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
11 March 2024 - 07:10 PM,7.82,125.67,1,2.9,010 km N 36° W of San Isidro (Davao Del Norte)
11 March 2024 - 07:03 PM,9.23,125.6,2,2,006 km S 51° E of Santiago (Agusan Del Norte)
11 March 2024 - 07:00 PM,9.07,126.38,22,3.2,023 km S 88° E of City Of Tandag (Surigao Del Sur)
11 March 2024 - 06:05 PM,8.33,126.53,25,2.4,022 km S 79° E of Hinatuan (Surigao Del Sur)
11 March 2024 - 05:21 PM,8.64,126.7,23,2.3,047 km S 68° E of Marihatag (Surigao Del Sur)
11 March 2024 - 05:20 PM,6.59,126.42,38,2.3,039 km S 79° E of Governor Generoso (Davao Oriental)
11 March 2024 - 04:58 PM,8.34,126.15,96,2.2,021 km S 81° W of Hinatuan (Surigao Del Sur)
11 March 2024 - 04:30 PM,6.52,126.24,11,2.4,024 km S 51° E of Governor Generoso (Davao Oriental)
11 March 2024 - 03:45 PM,7.99,126.59,17,1.8,020 km S 75° E of Lingig (Surigao Del Sur)
11 March 2024 - 03:37 PM,8.72,126.6,33,1.9,035 km S 76° E of Marihatag (Surigao Del Sur)
11 March 2024 - 02:58 PM,13.91,120.51,72,1.4,016 km N 57° W of Calatagan (Batangas)
11 March 2024 - 02:47 PM,5.75,125.07,19,2.1,015 km S 32° E of Maasim (Sarangani)
11 March 2024 - 02:37 PM,15.63,119.95,32,1.7,002 km N 73° E of Candelaria (Zambales)
12 March 2024 - 01:12 PM,8.74,126.79,13,2.7,054 km S 83° E of Marihatag (Surigao Del Sur)
11 March 2024 - 02:12 PM,16.38,121.68,14,2.7,005 km N 05° W of Maddela (Quirino)
11 March 2024 - 01:38 PM,8.63,126.26,30,1.5,013 km S 19° E of San Agustin (Surigao Del Sur)
11 March 2024 - 01:26 PM,9.22,126.54,14,3.3,039 km S 82° E of Cortes (Surigao Del Sur)
11 March 2024 - 01:02 PM,7.44,123.61,21,1.8,022 km S 83° E of Tabina (Zamboanga Del Sur)
11 March 2024 - 12:53 PM,19.17,121.21,18,3.5,007 km North of Dalupiri Island (Calayan) (Cagayan)
11 March 2024 - 12:30 PM,8.13,126.73,17,1.8,036 km N 75° E of Lingig (Surigao Del Sur)
11 March 2024 - 12:05 PM,8.95,126.51,27,2.6,023 km N 82° E of Cagwait (Surigao Del Sur)
11 March 2024 - 10:53 AM,9.9,126.12,27,2.2,005 km N 27° E of Pilar (Surigao Del Norte)
11 March 2024 - 10:36 AM,7.31,126.42,139,2.1,016 km S 84° W of Caraga (Davao Oriental)
11 March 2024 - 10:30 AM,9.25,125.92,2,2.4,005 km S 71° W of Madrid (Surigao Del Sur)
11 March 2024 - 09:50 AM,19.05,121.25,13,3,008 km S 37° E of Dalupiri Island (Calayan) (Cagayan)
11 March 2024 - 09:18 AM,16.45,121.69,16,2.9,012 km N 03° E of Maddela (Quirino)
11 March 2024 - 08:34 AM,9.84,126.12,33,2,003 km S 45° E of Pilar (Surigao Del Norte)
11 March 2024 - 06:52 AM,8.01,126.45,8,2.5,005 km S 56° E of Lingig (Surigao Del Sur)
11 March 2024 - 06:08 AM,8.75,126.4,33,2.6,012 km S 62° E of Marihatag (Surigao Del Sur)
11 March 2024 - 04:08 AM,8.77,126.47,25,2.6,020 km S 80° E of Marihatag (Surigao Del Sur)
11 March 2024 - 03:55 AM,13.72,120.65,99,1.5,013 km S 08° E of Calatagan (Batangas)
11 March 2024 - 03:42 AM,8.71,126.75,10,2.4,051 km S 79° E of Marihatag (Surigao Del Sur)
11 March 2024 - 02:46 AM,8.74,126.92,13,3.6,068 km S 84° E of Marihatag (Surigao Del Sur)
11 March 2024 - 02:42 AM,13.7,122.22,6,2.5,006 km N 79° E of General Luna (Quezon)
11 March 2024 - 02:10 AM,6.41,126.15,117,2.1,029 km S 17° E of Governor Generoso (Davao Oriental)
11 March 2024 - 01:53 AM,15.78,120.98,21,2.3,001 km S 19° W of San Jose City (Nueva Ecija)
11 March 2024 - 01:30 AM,5.81,124.45,41,2,027 km S 44° W of Kiamba (Sarangani)
11 March 2024 - 01:28 AM,13.75,120.61,104,1.6,010 km S 15° W of Calatagan (Batangas)
11 March 2024 - 01:20 AM,8.86,127.16,15,3.3,095 km S 86° E of Cagwait (Surigao Del Sur)
11 March 2024 - 01:13 AM,6.76,125.08,9,1.8,008 km N 88° W of Magsaysay (Davao Del Sur)
11 March 2024 - 01:07 AM,4.2,127.56,30,3.8,271 km S 59° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
11 March 2024 - 01:07 AM,9.6,123.04,9,2,009 km N 87° W of City Of Bais (Negros Oriental)
11 March 2024 - 12:44 AM,6.25,126.31,39,2.9,052 km S 30° E of Governor Generoso (Davao Oriental)
11 March 2024 - 12:39 AM,13.82,120,30,2.5,013 km S 73° W of Lubang (Occidental Mindoro)
10 March 2024 - 11:21 PM,16.43,122.21,14,3,004 km N 05° E of Dilasag (Aurora)
10 March 2024 - 10:43 PM,8.39,126.55,18,1.9,023 km N 85° E of Hinatuan (Surigao Del Sur)
10 March 2024 - 10:40 PM,8.84,126.91,9,3,068 km S 83° E of Cagwait (Surigao Del Sur)
10 March 2024 - 10:10 PM,9.42,126.91,1,2.8,080 km N 78° E of Cortes (Surigao Del Sur)
10 March 2024 - 09:37 PM,16.11,120.17,20,1.8,009 km N 55° E of Sual (Pangasinan)
10 March 2024 - 07:15 PM,15.53,120,32,1.4,004 km S 81° E of Masinloc (Zambales)
10 March 2024 - 07:03 PM,8.37,126.16,4,1.8,010 km S 02° E of Tagbina (Surigao Del Sur)
10 March 2024 - 06:39 PM,17.6,120.7,23,2.6,004 km S 77° W of Lagangilang (Abra)
10 March 2024 - 05:51 PM,8.43,122.49,24,2.9,040 km N 30° W of Liloy (Zamboanga Del Norte)
10 March 2024 - 05:41 PM,10.83,122.56,43,2.4,003 km N 83° E of Santa Barbara (Iloilo)
10 March 2024 - 05:08 PM,13.56,120.73,162,2.2,013 km N 01° E of Abra De Ilog (Occidental Mindoro)
10 March 2024 - 04:20 PM,19.88,121.99,5,2.3,042 km N 12° E of Babuyan Island (Calayan) (Cagayan)
10 March 2024 - 02:56 PM,8.39,126.9,1,3.1,062 km N 87° E of Hinatuan (Surigao Del Sur)
10 March 2024 - 02:52 PM,8.36,126.74,11,1.9,045 km S 89° E of Hinatuan (Surigao Del Sur)
10 March 2024 - 02:50 PM,17.99,121.34,20,2.5,017 km S 78° E of Kabugao (Apayao)
10 March 2024 - 02:04 PM,8.31,126.61,27,2.5,031 km S 78° E of Hinatuan (Surigao Del Sur)
10 March 2024 - 12:52 PM,18.03,120.22,13,2.8,030 km N 66° W of Badoc (Ilocos Norte)
10 March 2024 - 12:39 PM,8.76,126.34,30,2,006 km S 43° E of Marihatag (Surigao Del Sur)
10 March 2024 - 12:34 PM,13.69,120.21,6,1.7,006 km S 53° W of Looc (Occidental Mindoro)
10 March 2024 - 11:47 AM,20.17,121.23,29,3.5,069 km S 75° W of Sabtang (Batanes)
10 March 2024 - 11:08 AM,8.43,126.18,5,3.1,004 km S 27° E of Tagbina (Surigao Del Sur)
10 March 2024 - 10:57 AM,8.17,126.54,35,1.5,020 km N 44° E of Lingig (Surigao Del Sur)
10 March 2024 - 10:26 AM,8.77,126.92,31,2.3,068 km S 87° E of Marihatag (Surigao Del Sur)
10 March 2024 - 10:17 AM,12.82,123.03,11,3.8,025 km S 69° W of Claveria (Masbate)
10 March 2024 - 09:39 AM,14.79,121.95,1,2.3,008 km N 04° E of Polillo (Quezon)
10 March 2024 - 09:03 AM,9.65,126.22,33,2,017 km S 25° E of General Luna (Surigao Del Norte)
10 March 2024 - 08:42 AM,9.1,126.83,1,2.6,062 km N 71° E of Cagwait (Surigao Del Sur)
10 March 2024 - 08:12 AM,12.55,120.6,29,1.5,037 km S 86° W of Calintaan (Occidental Mindoro)
10 March 2024 - 05:02 AM,8.56,126.63,32,2.1,039 km N 56° E of Hinatuan (Surigao Del Sur)
10 March 2024 - 04:35 AM,9.28,125.86,109,2.4,012 km N 78° W of Madrid (Surigao Del Sur)
10 March 2024 - 04:25 AM,7.76,124.64,1,2.3,005 km S 58° W of Amai Manabilang (Lanao Del Sur)
10 March 2024 - 04:22 AM,9.98,126.15,32,1.8,008 km N 52° E of San Isidro (Surigao Del Norte)
10 March 2024 - 04:09 AM,9.55,126.13,14,2,020 km S 66° E of Socorro (Surigao Del Norte)
10 March 2024 - 03:48 AM,8.67,126.63,21,2,039 km S 69° E of Marihatag (Surigao Del Sur)
10 March 2024 - 03:15 AM,7.97,126.92,7,2.2,055 km N 69° E of Cateel (Davao Oriental)
10 March 2024 - 03:06 AM,6.46,126.65,31,2.3,067 km S 72° E of Governor Generoso (Davao Oriental)
10 March 2024 - 02:53 AM,9.3,125.67,7,2.3,013 km N 74° E of Santiago (Agusan Del Norte)
10 March 2024 - 01:38 AM,13.41,120.56,32,1.6,010 km S 89° E of Paluan (Occidental Mindoro)
10 March 2024 - 01:10 AM,15.66,120.13,36,1.8,021 km N 81° E of Candelaria (Zambales)
10 March 2024 - 12:58 AM,8.49,126.77,7,2.2,049 km N 74° E of Hinatuan (Surigao Del Sur)
10 March 2024 - 12:33 AM,9.33,126.24,18,1.9,008 km N 44° E of Cortes (Surigao Del Sur)
10 March 2024 - 12:04 AM,12.37,123.8,15,3.1,005 km S 22° E of Batuan (Masbate)
09 March 2024 - 11:58 PM,15.35,121.81,1,2,046 km N 01° W of Panukulan (Quezon)
09 March 2024 - 11:55 PM,15.31,121.84,3,2.7,042 km N 04° E of Panukulan (Quezon)
09 March 2024 - 11:41 PM,14.32,123.04,1,2.4,020 km S 30° E of Tinaga Island (Vinzons) (Camarines Norte)
09 March 2024 - 11:16 PM,12.44,124.81,56,3.1,011 km S 34° E of Mondragon (Northern Samar)
09 March 2024 - 10:59 PM,5.91,127.16,75,2.3,146 km S 55° E of Governor Generoso (Davao Oriental)
09 March 2024 - 10:16 PM,12.35,123.76,11,1.7,009 km S 17° W of Batuan (Masbate)
09 March 2024 - 08:05 PM,5.75,125.13,26,1.5,012 km S 41° W of Glan (Sarangani)
09 March 2024 - 06:58 PM,21.32,121.84,21,2.2,059 km N 01° W of Itbayat (Batanes)
09 March 2024 - 06:22 PM,15.41,122.61,1,3,084 km N 21° E of Jomalig (Quezon)
09 March 2024 - 04:48 PM,8.59,126.59,32,1.9,037 km N 49° E of Hinatuan (Surigao Del Sur)
09 March 2024 - 04:18 PM,15.14,122.83,12,2.3,073 km N 47° E of Jomalig (Quezon)
09 March 2024 - 01:03 PM,8.05,126.86,14,2.9,049 km N 88° E of Lingig (Surigao Del Sur)
09 March 2024 - 11:40 AM,7.09,125.34,5,2,024 km S 88° E of Magpet (Cotabato)
09 March 2024 - 10:35 AM,10.05,123.25,11,2.7,003 km N 36° E of La Libertad (Negros Oriental)
09 March 2024 - 09:52 AM,5.94,126.76,13,3,110 km S 44° E of Governor Generoso (Davao Oriental)
09 March 2024 - 09:28 AM,8.71,126.56,19,2.1,031 km S 72° E of Marihatag (Surigao Del Sur)
09 March 2024 - 09:06 AM,13.66,120.61,110,1.5,019 km S 06° W of Calatagan (Batangas)
09 March 2024 - 09:04 AM,16.97,120.15,28,2.7,027 km N 62° W of Luna (La Union)
09 March 2024 - 08:50 AM,8.24,125.93,18,2.4,010 km N 49° W of Bunawan (Agusan Del Sur)
09 March 2024 - 07:40 AM,13.68,120.61,83,1.6,017 km S 07° W of Calatagan (Batangas)
09 March 2024 - 07:23 AM,8.94,126.27,32,2,003 km S 18° W of Bayabas (Surigao Del Sur)
09 March 2024 - 06:57 AM,8.85,127.21,102,2.4,100 km S 86° E of Cagwait (Surigao Del Sur)
09 March 2024 - 05:59 AM,7.9,126.52,34,2.3,014 km N 32° E of Cateel (Davao Oriental)
09 March 2024 - 05:46 AM,4.81,127.82,35,3,270 km S 63° E of Jose Abad Santos (Davao Occidental)
09 March 2024 - 05:35 AM,14.94,119.9,19,3.1,023 km S 54° W of San Felipe (Zambales)
09 March 2024 - 05:20 AM,13.23,124.87,44,2.3,071 km S 49° E of Baras (Catanduanes)
09 March 2024 - 03:57 AM,8.37,126.57,31,1.8,025 km East of Hinatuan (Surigao Del Sur)
09 March 2024 - 03:50 AM,15.62,119.98,19,2.4,005 km S 79° E of Candelaria (Zambales)
09 March 2024 - 03:50 AM,6.79,126.66,24,2.2,037 km S 39° E of Tarragona (Davao Oriental)
09 March 2024 - 03:45 AM,5.34,126.17,110,2.6,078 km S 79° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
09 March 2024 - 03:21 AM,6.64,125.55,120,2.1,013 km N 41° E of Santa Maria (Davao Occidental)
09 March 2024 - 03:20 AM,13.65,120.94,5,2.1,008 km S 86° E of Tingloy (Batangas)
09 March 2024 - 03:07 AM,10.1,123.14,23,2,013 km N 50° W of La Libertad (Negros Oriental)
09 March 2024 - 02:27 AM,16.81,121.02,33,2,004 km S 25° E of Hungduan (Ifugao)
09 March 2024 - 02:27 AM,20.74,122.12,40,3.2,029 km S 80° E of Itbayat (Batanes)
09 March 2024 - 02:20 AM,8.83,126.57,31,1.7,030 km N 84° E of Marihatag (Surigao Del Sur)
09 March 2024 - 01:26 AM,8.43,126.65,26,1.8,035 km N 79° E of Hinatuan (Surigao Del Sur)
09 March 2024 - 01:24 AM,8.78,126.87,32,2,063 km S 88° E of Marihatag (Surigao Del Sur)
09 March 2024 - 01:03 AM,9.55,123.01,17,2.4,013 km S 69° W of City Of Bais (Negros Oriental)
09 March 2024 - 12:41 AM,8.71,127.17,21,3.5,099 km N 68° E of Hinatuan (Surigao Del Sur)
09 March 2024 - 12:28 AM,8.79,126.78,33,1.8,053 km S 89° E of Marihatag (Surigao Del Sur)
09 March 2024 - 12:18 AM,8.75,126.5,24,1.9,023 km S 76° E of Marihatag (Surigao Del Sur)
09 March 2024 - 12:01 AM,9,126.49,20,3.4,023 km N 82° E of Bayabas (Surigao Del Sur)
09 March 2024 - 12:00 AM,6.58,125.57,112,1.9,011 km N 75° E of Santa Maria (Davao Occidental)
08 March 2024 - 11:58 PM,18.34,121.93,1,1.7,011 km N 37° W of Gonzaga (Cagayan)
08 March 2024 - 11:53 PM,8.67,126.46,23,2,023 km S 51° E of Marihatag (Surigao Del Sur)
08 March 2024 - 11:12 PM,14.13,120.45,58,1.6,020 km N 72° W of Nasugbu (Batangas)
08 March 2024 - 10:45 PM,14.18,120.47,182,2.1,021 km N 55° W of Nasugbu (Batangas)
08 March 2024 - 10:29 PM,8.37,126.4,19,3.6,007 km East of Hinatuan (Surigao Del Sur)
08 March 2024 - 10:27 PM,8.53,126.58,25,1.9,032 km N 55° E of Hinatuan (Surigao Del Sur)
08 March 2024 - 10:19 PM,7.63,126.05,10,1.9,006 km S 37° W of Compostela (Davao De Oro)
08 March 2024 - 10:14 PM,8.5,126.35,32,2,015 km N 04° E of Hinatuan (Surigao Del Sur)
08 March 2024 - 09:44 PM,8.49,127.24,13,3.4,100 km N 82° E of Hinatuan (Surigao Del Sur)
08 March 2024 - 09:27 PM,8.84,126.98,33,2.1,075 km S 83° E of Cagwait (Surigao Del Sur)
08 March 2024 - 09:21 PM,8.76,126.97,10,3.3,074 km S 87° E of Marihatag (Surigao Del Sur)
